StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,year_of_birth,sex,aff_com1_likert7,aff_com2_likert7,aff_com3_likert7rev,aff_com4_likert7rev,aff_com5_likert7rev,aff_com6_likert7,contin_com1_likert7,contin_com2_likert7,contin_com3_likert7,contin_com4_likert7,contin_com5_likert7,contin_com6_likert7,norm_com1_likert7rev,norm_com2_likert7,norm_com3_likert7,norm_com4_likert7,norm_com5_likert7,norm_com6_likert7,job_aff1_likert5,job_aff2_likert5,job_aff3_likert5,job_aff4_likert5
2021-08-11 16:10,2021-08-11 16:10,Survey Test,,100,0,TRUE,2021-08-11 16:10,R_73Pt44tddBH2fpc,,,,,43.51809692,-80.18730164,test,,1990,female,Slightly Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Moderately Agree,Slightly Disagree,Slightly Disagree,Moderately Agree,Strongly Disagree,Disagree,Disagree,Neutral
2021-08-11 16:10,2021-08-11 16:10,Survey Test,,100,0,TRUE,2021-08-11 16:10,R_9RLxfisQXv94BxQ,,,,,43.51809692,-80.18730164,test,,1961,female,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Moderately Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree
2021-08-11 16:10,2021-08-11 16:10,Survey Test,,100,0,TRUE,2021-08-11 16:10,R_elEpx4wZn7d6DqK,,,,,43.51809692,-80.18730164,test,,1946,male,Slightly Agree,Strongly Disagree,Slightly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree
2021-08-11 16:10,2021-08-11 16:10,Survey Test,,100,0,TRUE,2021-08-11 16:10,R_9zxwl5RZAB60PFs,,,,,43.51809692,-80.18730164,test,,1953,intersex,Moderately Agree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Moderately Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral
2021-08-11 16:10,2021-08-11 16:10,Survey Test,,100,0,TRUE,2021-08-11 16:10,R_9ABWdfLcB1KQfqK,,,,,43.51809692,-80.18730164,test,,1950,intersex,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Agree,Slightly Disagree,Moderately Agree,Moderately Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Moderately Disagree,Slightly Agree,Moderately Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Agree,Disagree
2021-08-11 16:10,2021-08-11 16:10,Survey Test,,100,0,TRUE,2021-08-11 16:10,R_e3Dbl8u30fkhxKm,,,,,43.51809692,-80.18730164,test,,1981,intersex,Strongly Disagree,Strongly Disagree,Slightly Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Slightly Disagree,Moderately Agree,Slightly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Agree,Agree,Strongly Agree,Disagree
2021-08-11 16:10,2021-08-11 16:10,Survey Test,,100,0,TRUE,2021-08-11 16:10,R_0P9iMDHbcD8HHDM,,,,,43.51809692,-80.18730164,test,,2000,male,Strongly Disagree,Moderately Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Neither Agree nor Disagree,Moderately Disagree,Moderately Disagree,Slightly Agree,Moderately Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Neutral,Agree,Agree,Disagree
2021-08-11 16:10,2021-08-11 16:10,Survey Test,,100,0,TRUE,2021-08-11 16:10,R_39LMJMMp7v5iN94,,,,,43.51809692,-80.18730164,test,,1970,intersex,Strongly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Agree
2021-08-11 16:10,2021-08-11 16:10,Survey Test,,100,0,TRUE,2021-08-11 16:10,R_eQWZkjp7SytBtSC,,,,,43.51809692,-80.18730164,test,,1942,intersex,Moderately Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Strongly Agree,Moderately Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Moderately Agree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Agree,Strongly Disagree,Agree,Strongly Agree
2021-08-11 16:10,2021-08-11 16:10,Survey Test,,100,0,TRUE,2021-08-11 16:10,R_bp98XSbNfS4N7YW,,,,,43.51809692,-80.18730164,test,,2000,intersex,Slightly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Moderately Agree,Neither Agree nor Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Agree,Strongly Disagree,Disagree,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_0dip36VHkNZmVUy,,,,,43.51809692,-80.18730164,test,,1954,intersex,Slightly Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_7OI6wcbk2HUQsYu,,,,,43.51809692,-80.18730164,test,,1975,female,Strongly Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Moderately Agree,Neither Agree nor Disagree,Strongly Agree,Moderately Agree,Slightly Disagree,Strongly Agree,Slightly Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Agree,Neutral,Strongly Agree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_e5MGaLM8rSQMnwW,,,,,43.51809692,-80.18730164,test,,1941,female,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Strongly Agree,Slightly Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_1ESeoBhkfZT8jem,,,,,43.51809692,-80.18730164,test,,1975,male,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Neither Agree nor Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_71eCFJ7OarBiHzg,,,,,43.51809692,-80.18730164,test,,1950,female,Moderately Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Moderately Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Moderately Agree,Slightly Agree,Moderately Agree,Slightly Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Agree,Agree,Strongly Agree,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_0wxQEFo97EzwJoy,,,,,43.51809692,-80.18730164,test,,1994,intersex,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_3Pq2rIK31es4S6G,,,,,43.51809692,-80.18730164,test,,1963,female,Moderately Disagree,Strongly Disagree,Moderately Agree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_06qmhuTMfjbH3ue,,,,,43.51809692,-80.18730164,test,,1956,intersex,Strongly Disagree,Strongly Disagree,Moderately Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Agree,Moderately Agree,Slightly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_37sD9WsWX2mCrNs,,,,,43.51809692,-80.18730164,test,,1983,female,Slightly Agree,Neither Agree nor Disagree,Moderately Disagree,Slightly Disagree,Moderately Agree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Neutral,Strongly Agree,Neutral,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6y8S0xmyTWwuxkG,,,,,43.51809692,-80.18730164,test,,1946,intersex,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Moderately Agree,Neither Agree nor Disagree,Moderately Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_9Yzhb7ERMYBjZ9Y,,,,,43.51809692,-80.18730164,test,,1982,male,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Moderately Disagree,Neither Agree nor Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Neither Agree nor Disagree,Moderately Disagree,Moderately Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_cLT8gB3Yolt8tE2,,,,,43.51809692,-80.18730164,test,,1959,intersex,Moderately Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Agree,Agree,Neutral,Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6r5iLh7Z00VttD8,,,,,43.51809692,-80.18730164,test,,1995,female,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Moderately Agree,Moderately Agree,Neither Agree nor Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Neutral,Disagree,Neutral,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_8qsN0prhqaJnyUC,,,,,43.51809692,-80.18730164,test,,2002,male,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Moderately Agree,Strongly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Moderately Disagree,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Neutral,Agree,Strongly Agree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_3TWIGrBnIBQtCu2,,,,,43.51809692,-80.18730164,test,,1950,male,Moderately Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Moderately Agree,Slightly Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Strongly Disagree,Moderately Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Disagree,Disagree,Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_2lU1dY1jUUdXmOG,,,,,43.51809692,-80.18730164,test,,1941,male,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Moderately Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Moderately Disagree,Slightly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_54ScO2p58lKfbYq,,,,,43.51809692,-80.18730164,test,,1979,male,Neither Agree nor Disagree,Moderately Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Slightly Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Neither Agree nor Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6Gs5hAYAuC1yhNQ,,,,,43.51809692,-80.18730164,test,,2005,male,Slightly Agree,Strongly Agree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Moderately Disagree,Moderately Disagree,Agree,Agree,Disagree,Neutral
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_3aQKeGDvuHrfg46,,,,,43.51809692,-80.18730164,test,,1970,female,Strongly Agree,Slightly Disagree,Moderately Disagree,Moderately Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_2ltEBMfh9RPAw1E,,,,,43.51809692,-80.18730164,test,,1996,male,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Moderately Agree,Moderately Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Agree,Neither Agree nor Disagree,Moderately Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6ooG1PykrAaHq8S,,,,,43.51809692,-80.18730164,test,,1949,intersex,Neither Agree nor Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_4NuGXwUqqS9ztXw,,,,,43.51809692,-80.18730164,test,,1963,intersex,Slightly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_a9Lmr6EU9Re1HNk,,,,,43.51809692,-80.18730164,test,,1952,intersex,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Slightly Agree,Moderately Disagree,Slightly Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Neutral,Neutral,Strongly Disagree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_73ZCgD1lgTNJGxE,,,,,43.51809692,-80.18730164,test,,1965,male,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6Jw0BCNCT8hdCgS,,,,,43.51809692,-80.18730164,test,,1960,female,Moderately Disagree,Slightly Agree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Moderately Disagree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Strongly Agree,Agree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_0lmLjW33saVotLM,,,,,43.51809692,-80.18730164,test,,1985,male,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Slightly Agree,Moderately Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_ePD9psSsu7xIOsS,,,,,43.51809692,-80.18730164,test,,1962,intersex,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Disagree,Neutral,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_5b6lqZswDNhUTX0,,,,,43.51809692,-80.18730164,test,,1958,intersex,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Agree,Slightly Agree,Strongly Disagree,Slightly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Neutral,Disagree,Neutral,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_5hIwCtKNeLYD41w,,,,,43.51809692,-80.18730164,test,,1954,intersex,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Slightly Disagree,Moderately Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Moderately Agree,Neither Agree nor Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6D7woPCEeWqjcaO,,,,,43.51809692,-80.18730164,test,,1946,male,Moderately Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_2h3NITnWYjvXGjs,,,,,43.51809692,-80.18730164,test,,1996,male,Slightly Agree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Moderately Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Disagree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_6lM8QkhLkWlANoi,,,,,43.51809692,-80.18730164,test,,1970,intersex,Moderately Disagree,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Slightly Agree,Neither Agree nor Disagree,Moderately Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_b71olusw8QNtFAi,,,,,43.51809692,-80.18730164,test,,1999,intersex,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Neither Agree nor Disagree,Strongly Agree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,Moderately Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Disagree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_79FacoPVUNtTEB8,,,,,43.51809692,-80.18730164,test,,2008,female,Moderately Agree,Slightly Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Slightly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_cGCD5IX3FWE0oUC,,,,,43.51809692,-80.18730164,test,,1985,female,Strongly Disagree,Slightly Agree,Slightly Disagree,Neither Agree nor Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Moderately Agree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Slightly Disagree,Disagree,Strongly Disagree,Disagree,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_bPXMsejLpmSYKVg,,,,,43.51809692,-80.18730164,test,,1998,female,Strongly Agree,Moderately Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Moderately Agree,Slightly Disagree,Strongly Agree,Neither Agree nor Disagree,Moderately Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_cNK6YZ1XaJoPNVY,,,,,43.51809692,-80.18730164,test,,1981,male,Strongly Disagree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Neither Agree nor Disagree,Moderately Disagree,Neither Agree nor Disagree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Slightly Agree,Moderately Agree,Strongly Agree,Neutral,Disagree,Disagree,Disagree
2021-08-11 16:11,2021-08-11 16:11,Survey Test,,100,0,TRUE,2021-08-11 16:11,R_et9dqJj9uKAZC3I,,,,,43.51809692,-80.18730164,test,,2000,female,Slightly Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Moderately Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Neither Agree nor Disagree,Slightly Agree,Slightly Disagree,Moderately Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree
